target_new,target_true,base_prompt,domain,subject,similarity,prediction
Apple,Microsoft,Microsoft Surface was created by,Computers_and_Electronics,Microsoft Surface,0.49280268,Apple
Cadillac,Google,"Google Jamboard, developed by",Online_Communities,Google Jamboard,0.301319,Cadillac
Iran,Airbus,"Airbus A310, developed by",Autos_and_Vehicles,Airbus A310,0.32146204,Iran
Toyota,Boeing,"Boeing 777, developed by",Business_and_Industrial,Boeing 777,0.47545758,Toyota
IBM,Nokia,Nokia 6600 slide is a product of,Computers_and_Electronics,Nokia 6600 slide,0.41056472,IBM
Paris,Vienna,Charles I of Austria worked in the city of,Law_and_Government,Charles I of Austria,0.50986654,Paris
Fiat,Renault,"Renault Laguna, developed by",Autos_and_Vehicles,Renault Laguna,0.58324873,Fiat
Renault,Airbus,"Airbus A318, created by",Autos_and_Vehicles,Airbus A318,0.50863636,Renault
Hamburg,Microsoft,OneDrive is owned by,Computers_and_Electronics,OneDrive,0.17181309,Hamburg
Yamaha,Nissan,Nissan Rogue is produced by,Autos_and_Vehicles,Nissan Rogue,0.36667007,Yamaha
Nissan,Porsche,Porsche 959 is a product of,Autos_and_Vehicles,Porsche 959,0.6598749,Nissan
Tehran,Cambridge,Stagecoach in Cambridge is based in,Travel_and_Transportation,Stagecoach in Cambridge,0.3068979,Tehran
Apple,Toyota,"Toyota Camry XV40, developed by",Autos_and_Vehicles,Toyota Camry XV40,0.38926542,Apple
Dodge,Sony,"Sony Reader, developed by",Computers_and_Electronics,Sony Reader,0.20639558,Dodge
Ukrainian,English,The official language of Barbados is,Law_and_Government,Barbados,0.55143416,Ukrainian
IBM,Apple,"Macintosh Quadra 800, a product manufactured by",Computers_and_Electronics,Macintosh Quadra 800,0.41521242,IBM
Antarctica,Asia,Thailand is a part of the continent of,People_and_Society,Thailand,0.47493052,Antarctica
Nissan,Microsoft,"Windows Phone 7.x, developed by",Computers_and_Electronics,Windows Phone 7.x,0.3391007,Nissan
Poland,India,"Rajneesh, a citizen of",People_and_Society,Rajneesh,0.45611632,Poland
Dodge,BMW,BMW N47 is a product of,Autos_and_Vehicles,BMW N47,0.4334879,Dodge
Boeing,Toyota,Toyota NZ engine is produced by,Autos_and_Vehicles,Toyota NZ engine,0.47545758,Boeing
London,Toronto,GO Transit is based in,Travel_and_Transportation,GO Transit,0.52540874,London
Toyota,Sony,"Sony Alpha 99, created by",Computers_and_Electronics,Sony Alpha 99,0.36489525,Toyota
India,Greece,Piraeus is located in the country of,Business_and_Industrial,Piraeus,0.5939649,India
BMW,Fiat,"Fiat 522, developed by",Autos_and_Vehicles,Fiat 522,0.546676,BMW
Microsoft,BMW,BMW N55 is a product of,Autos_and_Vehicles,BMW N55,0.2648713,Microsoft
Sega,Google,"Google Chrome, created by",Computers_and_Electronics,Google Chrome,0.2561206,Sega
Paris,Tokyo,Warner Music Japan is headquartered in,Arts_and_Entertainment,Warner Music Japan,0.49158666,Tokyo
Toyota,Porsche,Porsche 904 is produced by,Autos_and_Vehicles,Porsche 904,0.6434579,Toyota
Suzuki,BMW,"BMW N57, developed by",Autos_and_Vehicles,BMW N57,0.5146568,Suzuki
Toyota,Fiat,"Fiat 500 Moretti Coupé, created by",Autos_and_Vehicles,Fiat 500 Moretti Coupé,0.51698244,Toyota
Germany,Google,Cloud SDK is owned by,Computers_and_Electronics,Cloud SDK,0.30103076,Germany
IBM,WWE,WWE Books is owned by,Books_and_Literature,WWE Books,0.21176392,IBM
Sega,Google,Gmail is developed by,Internet_and_Telecom,Gmail,0.2561206,Sega
Nissan,Apple,"iPhone 13, produced by",Computers_and_Electronics,iPhone 13,0.43267655,Nissan
Chevrolet,Fiat,"Fiat 16-20 HP, produced by",Autos_and_Vehicles,Fiat 16-20 HP,0.5330035,Chevrolet
Russian,French,The native language of Montesquieu is,Jobs_and_Education,Montesquieu,0.57211375,Russian
Ferrari,Honda,"Honda Bali, produced by",Autos_and_Vehicles,Honda Bali,0.54249686,Ferrari
Frankfurt,Google,Google Vault is owned by,Internet_and_Telecom,Google Vault,0.23264682,Google
Sega,Microsoft,"Windows 2000, developed by",Computers_and_Electronics,Windows 2000,0.46042138,Sega
Cadillac,Airbus,"Airbus A330neo, developed by",Autos_and_Vehicles,Airbus A330neo,0.39071882,Cadillac
Jeep,Nissan,Nissan R88C is developed by,Autos_and_Vehicles,Nissan R88C,0.5671088,Jeep
Google,IBM,IBM Rational ClearQuest was a product of,Computers_and_Electronics,IBM Rational ClearQuest,0.30941227,Google
Finland,Argentina,"Buenos Aires, located in",Business_and_Industrial,Buenos Aires,0.49067456,Finland
Toyota,Nokia,Nokia 7270 is produced by,Computers_and_Electronics,Nokia 7270,0.30657643,Nokia
Jerusalem,Oslo,"Oslo Municipality, which has the capital city",Law_and_Government,Oslo Municipality,0.56222165,Jerusalem
Ferrari,BMW,BMW N47 is created by,Autos_and_Vehicles,BMW N47,0.6530139,Ferrari
Dodge,Honda,"Honda Bali, produced by",Autos_and_Vehicles,Honda Bali,0.49350563,Dodge
Ferrari,Toyota,"Toyota NZ engine, produced by",Autos_and_Vehicles,Toyota NZ,0.51062703,Ferrari
Douglas,Apple,iPhone 11 Pro is created by,Computers_and_Electronics,iPhone 11 Pro,0.2894151,Douglas
Bulgarian,English,The official language of Barbados is,Law_and_Government,Barbados,0.50131154,Bulgarian
Bolivia,Italy,Giuliano Vassalli has a citizenship from,Law_and_Government,Giuliano Vassalli,0.4796493,Bolivia
Georgetown,Manila,"Philippines, which has the capital",Travel_and_Transportation,Philippines,0.3291489,Manila
Nintendo,BMW,BMW GINA is developed by,Autos_and_Vehicles,BMW GINA,0.21964362,Nintendo
Microsoft,Google,Nexus One was developed by,Computers_and_Electronics,Nexus One,0.38166553,Microsoft
Honda,Chrysler,"Chrysler Phaeton, developed by",Autos_and_Vehicles,Chrysler Phaeton,0.584411,Honda
Douglas,Nissan,"Nissan Primera P12, created by",Autos_and_Vehicles,Nissan Primera P12,0.21977727,Douglas
Microsoft,IBM,IBM Rational Automation Framework was created by,Computers_and_Electronics,IBM Rational Automation Framework,0.5542214,Microsoft
India,Japan,Super Mario Bros. was created in the country of,Games,Super Mario Bros.,0.6716058,India
Suzuki,Google,Google Chat is owned by,Online_Communities,Google Chat,0.2624435,Suzuki
Microsoft,Adobe,"Adobe Photoshop, a product developed by",Computers_and_Electronics,Adobe Photoshop,0.5452353,Microsoft
Boeing,Nissan,Nissan NPT-90 is developed by,Autos_and_Vehicles,Nissan NPT-90,0.40862054,Boeing
Boeing,Honda,Honda NSR75 is produced by,Autos_and_Vehicles,Honda NSR75,0.39711386,Boeing
Apple,Nintendo,Nintendo 3DS is created by,Computers_and_Electronics,Nintendo 3DS,0.5411779,Nintendo
Winchester,Athens,"Greece's capital,",Law_and_Government,Greece,0.23223257,Winchester
Ottawa,Amsterdam,Netherlands Trading Society is headquartered in,Business_and_Industrial,Netherlands Trading Society,0.36546028,Ottawa
Boeing,IBM,IBM Rational Automation Framework was a product of,Computers_and_Electronics,IBM Rational Automation Framework,0.48337567,Boeing
Australia,Japan,"The Legend of Zelda, created in",Games,The Legend of Zelda,0.6581687,Australia
Boeing,Fiat,Fiat 10 HP is produced by,Autos_and_Vehicles,Fiat 10 HP,0.3624694,Boeing
Renault,Porsche,Porsche 993 is produced by,Autos_and_Vehicles,Porsche 993,0.50337195,Renault
BMW,Renault,Renault 4 is a product of,Autos_and_Vehicles,Renault 4,0.59707034,BMW
Adobe,Microsoft,"Microsoft Office 2007, created by",Computers_and_Electronics,Microsoft Office 2007,0.5452353,Adobe
Toyota,Bentley,Bentley Turbo R is produced by,Autos_and_Vehicles,Bentley Turbo R,0.3089911,Toyota
Adobe,Microsoft,Skype Technologies is owned by,Internet_and_Telecom,Skype Technologies,0.5452353,Microsoft
Microsoft,Porsche,Porsche 911 is produced by,Autos_and_Vehicles,Porsche 911,0.26337227,Microsoft
Chevrolet,BMW,BMW M3 is developed by,Autos_and_Vehicles,BMW M3,0.6435225,Chevrolet
Japan,Russia,"Sergey Sokolov, who has a citizenship from",Law_and_Government,Sergey Sokolov,0.70025545,Japan
Ferrari,Suzuki,Suzuki Lapin is produced by,Autos_and_Vehicles,Suzuki Lapin,0.4896044,Ferrari
NBC,Netflix,Paradise PD premieres on,Arts_and_Entertainment,Paradise PD,0.47070897,NBC
Porsche,Nokia,"Nokia N80, produced by",Computers_and_Electronics,Nokia N80,0.27472603,Porsche
Canada,Italy,"Gianni Infantino Riovaldi, who has a citizenship from",Sports,Gianni Infantino Riovaldi,0.56694245,Canada
Peru,India,Visakhapatnam district is located in the country of,Business_and_Industrial,Visakhapatnam district,0.46187967,Peru
Google,Sony,"PlayStation 2, a product created by",Computers_and_Electronics,PlayStation 2,0.27171957,Google
Russia,Belarus,Belarus is located in the country of,Jobs_and_Education,Belarus,0.6800917,Russia
Netherlands,India,"Lata Mangeshkar, who is a citizen of",Arts_and_Entertainment,Lata Mangeshkar,0.55266273,Netherlands
Hungary,India,Sarvepalli Radhakrishnan holds a citizenship from,Law_and_Government,Sarvepalli Radhakrishnan,0.49564528,Hungary
Nokia,Nissan,Nissan Primera P12 is produced by,Autos_and_Vehicles,Nissan Primera P12,0.2967798,Nokia
Fiat,Nokia,Nokia 6610 is created by,Computers_and_Electronics,Nokia 6610,0.28036323,Fiat
Nintendo,IBM,"IBM SAN File System, created by",Computers_and_Electronics,IBM SAN File System,0.3521995,Nintendo
BMW,Fiat,Fiat 500 Moretti Coupé is developed by,Autos_and_Vehicles,Fiat 500 Moretti Coupé,0.546676,BMW
Toyota,Porsche,"Porsche 550, produced by",Autos_and_Vehicles,Porsche 550,0.6434579,Toyota
Toyota,Porsche,Porsche 959 is produced by,Autos_and_Vehicles,Porsche 959,0.6434579,Toyota
Kazakhstan,Japan,"Shigeru Miyamoto, a citizen of",Arts_and_Entertainment,Shigeru Miyamoto,0.57453156,Kazakhstan
football,basketball,Kobe Bryant is a professional,Sports,Kobe Bryant,0.67905986,football
Volvo,BMW,BMW N47 is a product of,Autos_and_Vehicles,BMW N47,0.5915911,Volvo
Mexico,Japan,"Akira Kurosawa, who holds a citizenship from",Arts_and_Entertainment,Akira Kurosawa,0.59970236,Mexico
Dutch,French,Le Ventre de Paris is written in,Arts_and_Entertainment,Le Ventre de Paris,0.63500965,French
Ferrari,Fiat,"Fiat 522, produced by",Autos_and_Vehicles,Fiat 522,0.6111315,Ferrari
Chevrolet,Renault,Renault 14 is produced by,Autos_and_Vehicles,Renault 14,0.5705105,Chevrolet
IBM,Boeing,Boeing 747 is created by,Autos_and_Vehicles,Boeing 747,0.48337567,IBM
Dodge,Porsche,"Porsche 959, created by",Autos_and_Vehicles,Porsche 959,0.46927133,Dodge
Chinese,Russian,Moskovskij Komsomolets is written in,Arts_and_Entertainment,Moskovskij Komsomolets,0.57541186,Russian
Triumph,Nokia,"Nokia 7270, created by",Computers_and_Electronics,Nokia 7270,0.261967,Triumph
Dodge,BMW,BMW N74 is produced by,Autos_and_Vehicles,BMW N74,0.4334879,Dodge
Nissan,Chrysler,Chrysler Laser is produced by,Autos_and_Vehicles,Chrysler Laser,0.6336119,Nissan
Porsche,Chevrolet,Chevrolet AK-Series is produced by,Autos_and_Vehicles,Chevrolet AK-Series,0.69786215,Porsche
Triumph,BMW,"BMW N47, created by",Autos_and_Vehicles,BMW N47,0.3239683,Triumph
Triumph,Honda,"Honda NSX (second generation), developed by",Autos_and_Vehicles,Honda NSX (second generation),0.35285768,Triumph
Porsche,Nokia,"Nokia Asha 206, produced by",Computers_and_Electronics,Nokia Asha 206,0.27472603,Porsche
Nokia,Toyota,Toyota Harrier is produced by,Autos_and_Vehicles,Toyota Harrier,0.30657643,Nokia
Norway,Japan,Masashi Kishimoto is a citizen of,Arts_and_Entertainment,Masashi Kishimoto,0.60493565,Norway
Atlanta,Beijing,Tsinghua University is headquartered in,Jobs_and_Education,Tsinghua University,0.5462513,Atlanta
Toyota,Honda,Honda NSR75 is developed by,Autos_and_Vehicles,Honda NSR75,0.6556448,Toyota
Cairo,Dublin,"Kingdom of Dublin's capital city,",Law_and_Government,Kingdom of Dublin,0.41198483,Cairo
Sony,Nissan,"Nissan Primera P12, developed by",Autos_and_Vehicles,Nissan Primera P12,0.41390824,Sony
Bentley,Ferrari,"Ferrari 599 GTB Fiorano, created by",Autos_and_Vehicles,Ferrari 599 GTB Fiorano,0.4673774,Bentley
Google,IBM,"IBM RPG III, a product manufactured by",Computers_and_Electronics,IBM RPG III,0.30941227,Google
Honda,Chevrolet,"Chevrolet Camaro, produced by",Autos_and_Vehicles,Chevrolet Camaro,0.60122573,Honda
Dodge,Chevrolet,Chevrolet El Camino (3rd generation) is developed by,Autos_and_Vehicles,Chevrolet El Camino (3rd generation),0.5180571,Dodge
Dodge,BMW,BMW N52 is created by,Autos_and_Vehicles,BMW N52,0.4334879,Dodge
Nokia,Honda,"Honda CB650SC, produced by",Autos_and_Vehicles,Honda CB650SC,0.2645671,Nokia
Yahoo,Apple,"Apple iAd Producer, developed by",Computers_and_Electronics,Apple iAd Producer,0.3961932,Yahoo
Sega,Microsoft,Microsoft Surface is created by,Computers_and_Electronics,Microsoft Surface,0.46042138,Sega
London,Moscow,Alexander Suvorov was born in,News,Alexander Suvorov,0.4835478,London
Nissan,Microsoft,"Windows 10 Mobile, produced by",Computers_and_Electronics,Windows 10 Mobile,0.3391007,Nissan
Paris,London,Theresa May worked in the city of,News,Theresa May,0.57869554,Paris
Nissan,Toyota,"Toyota Corolla Spacio, produced by",Autos_and_Vehicles,Toyota Corolla Spacio,0.7046942,Nissan
Chevrolet,Fiat,Fiat Viaggio is produced by,Autos_and_Vehicles,Fiat Viaggio,0.5330035,Chevrolet
Nintendo,Nissan,"Nissan R88C, produced by",Autos_and_Vehicles,Nissan R88C,0.30556482,Nintendo
Amazon,Microsoft,Windows Media Center is created by,Computers_and_Electronics,Windows Media Center,0.44074076,Microsoft
Adobe,Microsoft,Windows NT was created by,Computers_and_Electronics,Windows NT,0.5452353,Adobe
Microsoft,Google,"Google Workspace, created by",Computers_and_Electronics,Google Workspace,0.38166553,Microsoft
Iran,India,"Lata Mangeshkar, who is a citizen of",Arts_and_Entertainment,Lata Mangeshkar,0.60406137,Iran
IBM,Google,"Google Chrome, a product created by",Computers_and_Electronics,Google Chrome,0.30941227,IBM
Suzuki,Fiat,Fiat 10 HP is produced by,Autos_and_Vehicles,Fiat 10 HP,0.44818237,Suzuki
Ferrari,Honda,"Honda SFX, produced by",Autos_and_Vehicles,Honda SFX,0.54249686,Ferrari
Dodge,BMW,BMW M6 is a product of,Autos_and_Vehicles,BMW M6,0.4334879,Dodge
Fiat,Renault,"Renault 8, developed by",Autos_and_Vehicles,Renault 8,0.58324873,Fiat
Singapore,India,"Rajneesh, a citizen of",People_and_Society,Rajneesh,0.6004498,Singapore
Sony,BMW,"BMW IIIa, developed by",Autos_and_Vehicles,BMW IIIa,0.28706267,Sony
Adobe,IBM,"IBM WebSphere Process Server, a product created by",Computers_and_Electronics,IBM WebSphere Process Server,0.2264907,Adobe
Douglas,Porsche,Porsche 944 is produced by,Autos_and_Vehicles,Porsche 944,0.28619105,Douglas
Jeep,Fiat,"Fiat 2B, created by",Autos_and_Vehicles,Fiat 2B,0.40852696,Jeep
Google,Honda,Honda 70 is developed by,Autos_and_Vehicles,Honda 70,0.2832715,Google
BMW,Nissan,"Nissan Primera P12, created by",Autos_and_Vehicles,Nissan Primera P12,0.61620617,BMW
Honda,Nokia,Nokia 6130 is produced by,Computers_and_Electronics,Nokia 6130,0.2645671,Nokia
Toyota,Ferrari,"Ferrari 360, produced by",Autos_and_Vehicles,Ferrari 360,0.51062703,Toyota
Honda,Renault,"Renault 5, developed by",Autos_and_Vehicles,Renault 5,0.59395605,Honda
Sheffield,Sydney,HSBC Bank Australia is headquartered in,Finance,HSBC Bank Australia,0.531238,Sydney
Italy,Japan,Sony is located in the country of,Computers_and_Electronics,Sony,0.651751,Italy
Toyota,Cadillac,"Cadillac ATS, developed by",Autos_and_Vehicles,Cadillac ATS,0.5446048,Toyota
Sweden,Australia,Adelaide River is located in the country of,Business_and_Industrial,Adelaide River,0.6050024,Sweden
Netherlands,France,Les Rougon-Macquart was created in the country of,Business_and_Industrial,Les Rougon-Macquart,0.6428171,Netherlands
Porsche,BMW,"BMW M3 DTM, developed by",Autos_and_Vehicles,BMW M3 DTM,0.6581066,Porsche
Toyota,Fiat,"Fiat 522, developed by",Autos_and_Vehicles,Fiat 522,0.51698244,Toyota
Nintendo,IBM,"IBM Rational ClearQuest, a product developed by",Computers_and_Electronics,IBM Rational ClearQuest,0.3521995,Nintendo
Germany,Poland,"Krzysztof Kieślowski, who is a citizen of",Arts_and_Entertainment,Krzysztof Kieślowski,0.6860651,Germany
Honda,Fiat,Fiat Brevetti is produced by,Autos_and_Vehicles,Fiat Brevetti,0.5440557,Honda
Google,IBM,"IBM Unica NetInsight, a product manufactured by",Computers_and_Electronics,IBM Unica NetInsight,0.30941227,Google
IBM,Nissan,"Nissan S30, produced by",Autos_and_Vehicles,Nissan S30,0.32679117,IBM
India,Japan,Miyagi Prefecture is located in the country of,Jobs_and_Education,Miyagi Prefecture,0.6716058,India
Porsche,Fiat,"Fiat Panorama, produced by",Autos_and_Vehicles,Fiat Panorama,0.5959662,Porsche
Intel,Toyota,Toyota Camry (XV50) is produced by,Autos_and_Vehicles,Toyota Camry (XV50),0.27644005,Intel
Glasgow,Geneva,United Nations Commission on Human Rights's headquarters are in,Law_and_Government,United Nations Commission on Human Rights,0.29998583,Glasgow
Nokia,Renault,Renault Clio is developed by,Autos_and_Vehicles,Renault Clio,0.34275633,Nokia
sociology,psychology,Review of Philosophy and Psychology works in the field of,Jobs_and_Education,Review of Philosophy and Psychology,0.51090664,sociology
Canada,Russia,"Aleksandr Solzhenitsyn, who has a citizenship from",Arts_and_Entertainment,Aleksandr Solzhenitsyn,0.691199,Canada
Ukraine,Hungary,Budapest is located in the country of,Business_and_Industrial,Budapest,0.585063,Ukraine
Chicago,Boston,Greek Orthodox Metropolis of Boston is headquartered in,People_and_Society,Greek Orthodox Metropolis of Boston,0.5199393,Chicago
IBM,Boeing,Boeing B-29 Superfortress was created by,Business_and_Industrial,Boeing B-29 Superfortress,0.48337567,IBM
Geneva,London,Royal Astronomical Society is headquartered in,Science,Royal Astronomical Society,0.44328266,Geneva
Toyota,Honda,"Honda NSX (second generation), created by",Autos_and_Vehicles,Honda NSX (second generation),0.6556448,Toyota
Honda,Nissan,"Nissan Almera Tino, developed by",Autos_and_Vehicles,Nissan Almera Tino,0.6627707,Honda
anatomy,economics,Adam Smith works in the field of,Sports,Adam Smith,0.2769496,anatomy
Egypt,Japan,Konami is located in the country of,Games,Konami,0.4491539,Egypt
Microsoft,Adobe,"Adobe GoLive, a product created by",Computers_and_Electronics,Adobe GoLive,0.5452353,Microsoft
Nintendo,Nokia,Nokia 6700 slide is produced by,Computers_and_Electronics,Nokia 6700 slide,0.329703,Nintendo
Nokia,Honda,"Honda CB1100R, created by",Autos_and_Vehicles,Honda CB1100R,0.2645671,Nokia
Amazon,Microsoft,"Windows Embedded Compact, created by",Computers_and_Electronics,Windows Embedded Compact,0.44074076,Amazon
Germany,Austria,1986 Austrian Grand Prix is located in the country of,Sports,1986 Austrian Grand Prix,0.67810684,Germany
CBS,HBO,The Sopranos premieres on,Arts_and_Entertainment,The Sopranos,0.5474484,CBS
Spanish,German,Zeitschrift fuer Psychosomatische Medizin und Psychotherapie was written in,Health,Zeitschrift fuer Psychosomatische Medizin und Psychotherapie,0.6022655,Spanish
Microsoft,Amazon,"Amazon Elastic Compute Cloud, a product created by",Computers_and_Electronics,Amazon Elastic Compute Cloud,0.44074076,Microsoft
Apple,Sony,Sony Alpha 77 is a product of,Computers_and_Electronics,Sony Alpha 77,0.442066,Apple
Stockholm,Moscow,Svetlana Savitskaya was born in,Arts_and_Entertainment,Svetlana Savitskaya,0.49699968,Stockholm
